region,epiweek,is_test,pred_1,true_1,pred_2,true_2,pred_3,true_3,pred_4,true_4,target
WA,202452,False,47.82703,118.0,52.783512,92.0,76.762695,64.0,113.46211,81.0,nhsn_c19_hosp
WV,202452,False,101.96826,181.0,95.67018,141.0,98.51338,143.0,86.38538,111.0,nhsn_c19_hosp
WI,202452,False,403.10715,522.0,417.0277,403.0,444.61795,414.0,437.74432,361.0,nhsn_c19_hosp
WY,202452,False,88.47768,45.0,91.23304,45.0,92.05483,47.0,89.86243,29.0,nhsn_c19_hosp
PR,202452,False,128.76733,138.0,124.73012,133.0,111.33186,83.0,81.464035,75.0,nhsn_c19_hosp
HI,202452,False,35.31281,23.0,35.3746,27.0,33.758327,18.0,33.007015,12.0,nhsn_c19_hosp
US,202452,False,14337.3545,18552.0,14508.015,15288.0,14268.7,14018.0,11741.474,12720.0,nhsn_c19_hosp
AL,202501,False,383.41376,215.0,319.32254,192.0,275.12744,178.0,259.2383,212.0,nhsn_c19_hosp
AK,202501,False,10.625165,14.0,10.561431,7.0,9.591371,5.0000000000000036,6.272544,9.0,nhsn_c19_hosp
AZ,202501,False,683.7619,462.0,641.0453,449.0,527.3923,312.0,449.37436,403.0,nhsn_c19_hosp
AR,202501,False,147.92499,105.0,133.7316,109.0,119.74777,104.0,77.87592,99.0,nhsn_c19_hosp
CA,202501,False,1268.4338,900.0,1499.2072,905.0,1548.922,913.0,1512.0607,989.0,nhsn_c19_hosp
CO,202501,False,194.85152,236.0,195.20435,172.0,209.99214,166.0,221.91296,153.0,nhsn_c19_hosp
CT,202501,False,239.94519,227.0,251.29247,188.0,253.13406,157.0,223.9628,190.0,nhsn_c19_hosp
DE,202501,False,76.34473,41.0,67.767105,42.0,70.20827,21.0,67.98677,32.0,nhsn_c19_hosp
DC,202501,False,38.29404,24.0,34.675346,22.0,36.120834,29.0,23.854092,30.0,nhsn_c19_hosp
FL,202501,False,975.3495,571.0,1095.3613,544.0,907.8594,616.0,588.49805,613.0,nhsn_c19_hosp
GA,202501,False,236.6628,251.0000000000001,152.21986,257.0,170.76399,211.0000000000001,186.424,287.9999999999999,nhsn_c19_hosp
ID,202501,False,63.016792,47.0,57.964684,33.0,52.45514,26.0,46.33789,25.0,nhsn_c19_hosp
IL,202501,False,1179.1235,809.0,945.28796,715.0,838.2724,624.0,694.587,603.0,nhsn_c19_hosp
IN,202501,False,589.46124,536.0,613.89935,420.0,658.92,335.0,659.2569,361.0,nhsn_c19_hosp
IA,202501,False,120.45339,163.0,146.87782,147.0,153.0181,163.0,137.44904,131.0,nhsn_c19_hosp
KS,202501,False,247.54454,160.0,274.55792,122.0,279.94916,121.0,274.62643,98.0,nhsn_c19_hosp
KY,202501,False,241.23149,280.0,308.11298,231.0,298.37646,204.0,215.39592,207.0,nhsn_c19_hosp
LA,202501,False,334.75156,163.0,411.69348,138.0,363.12442,135.0,297.56955,163.99999999999997,nhsn_c19_hosp
ME,202501,False,85.54203,99.0,97.71875,88.0,105.15458,55.0,98.6179,46.0,nhsn_c19_hosp
MD,202501,False,286.91037,216.0,223.4035,196.0,235.54303,207.0,186.97113,190.0,nhsn_c19_hosp
MA,202501,False,708.7768,628.0,675.6331,439.0,692.1371,422.0,649.5668,352.0,nhsn_c19_hosp
MI,202501,False,995.14386,988.0,959.4352,628.0,883.19995,551.0,694.6891,577.0,nhsn_c19_hosp
MN,202501,False,544.089,371.0,520.66437,326.0,471.8787,274.0,402.06177,217.0,nhsn_c19_hosp
MS,202501,False,130.663,84.0,115.47495,104.0,96.61002,109.0,78.20816,117.0,nhsn_c19_hosp
MO,202501,False,445.01074,388.0,384.8103,286.0,329.9052,278.0,258.17438,278.0,nhsn_c19_hosp
MT,202501,False,48.08894,35.0,58.013565,35.0,53.313007,19.0,39.62609,8.0,nhsn_c19_hosp
NE,202501,False,106.10246,104.0,108.673134,78.0,103.55522,79.0,89.72256,75.0,nhsn_c19_hosp
NV,202501,False,87.687805,68.0,53.443584,54.99999999999997,40.693203,48.0,6.105298,44.0,nhsn_c19_hosp
NH,202501,False,153.97458,86.0,143.08908,76.0,134.17717,70.0,120.9066,75.0,nhsn_c19_hosp
NJ,202501,False,854.0488,477.0,864.6386,509.0,786.3644,459.0,530.93164,468.0,nhsn_c19_hosp
NM,202501,False,156.24191,132.0,165.23436,106.0,160.9967,75.0,148.09314,57.0,nhsn_c19_hosp
NY,202501,False,1091.4607,934.0,1178.2288,875.0,1294.6266,806.0,1201.4479,798.9999999999999,nhsn_c19_hosp
NC,202501,False,490.39066,404.0,515.3253,425.0,585.67224,420.0,490.52316,410.0,nhsn_c19_hosp
ND,202501,False,40.61192,40.0,39.95199,26.0,38.47126,24.0,31.87286,22.000000000000004,nhsn_c19_hosp
OH,202501,False,1320.9817,902.0,1293.8606,852.0,1293.6516,680.0,1213.3752,682.0,nhsn_c19_hosp
OK,202501,False,170.21567,226.0,122.47626,205.0,146.13261,192.0,177.06726,194.0,nhsn_c19_hosp
OR,202501,False,172.11058,79.0,195.69063,81.0,192.07056,53.0,186.28975,65.0,nhsn_c19_hosp
PA,202501,False,1300.0819,1439.0,1241.9531,1661.0,1202.9382,1458.0,991.876,1507.0,nhsn_c19_hosp
RI,202501,False,104.681015,87.0,99.40866,68.0,87.63971,60.0,75.49292,72.0,nhsn_c19_hosp
SC,202501,False,317.42654,177.0,337.10437,178.0,318.00098,156.0,248.50328,200.0,nhsn_c19_hosp
SD,202501,False,36.022453,47.0,40.280533,39.0,41.808937,38.0,40.17527,56.0,nhsn_c19_hosp
TN,202501,False,340.3185,247.0,349.30927,258.0,276.42374,210.0,81.9207,244.0,nhsn_c19_hosp
TX,202501,False,846.40814,578.9999999999998,917.66583,594.0,709.15106,665.0,281.03107,774.0,nhsn_c19_hosp
UT,202501,False,74.4514,71.0,88.63166,52.0,77.94844,49.0,74.94799,48.000000000000014,nhsn_c19_hosp
VT,202501,False,33.72817,35.0,31.823763,33.0,30.6105,33.0,29.617928,30.0,nhsn_c19_hosp
VA,202501,False,609.6019,300.0,546.14545,280.0,518.0139,239.0,432.11105,317.0,nhsn_c19_hosp
WA,202501,False,134.83958,92.0,125.97664,64.0,134.52301,81.0,135.4663,102.0,nhsn_c19_hosp
WV,202501,False,81.13952,141.0,83.12733,143.0,83.876,111.0,75.23638,91.0,nhsn_c19_hosp
WI,202501,False,555.37067,403.0,512.0037,414.0,522.1755,361.0,515.29486,309.0,nhsn_c19_hosp
WY,202501,False,30.667469,45.0,29.662413,47.0,27.115437,29.0,24.158855,54.0,nhsn_c19_hosp
PR,202501,False,152.69954,133.0,156.66133,83.0,147.3338,75.0,122.91031,78.0,nhsn_c19_hosp
HI,202501,False,52.779255,27.0,50.22342,18.0,50.365337,12.0,41.404163,9.999999999999986,nhsn_c19_hosp
US,202501,False,18237.266,15288.0,13264.796,14018.0,11804.747,12720.0,8735.555,13175.0,nhsn_c19_hosp
AL,202502,False,174.31488,192.0,179.11104,178.0,156.0693,212.0,169.89537,227.0,nhsn_c19_hosp
AK,202502,False,16.45096,7.0,17.840294,4.9999999999999964,18.856638,9.0,18.41893,10.0,nhsn_c19_hosp
AZ,202502,False,431.8014,449.0,359.5757,312.0,315.95157,403.0,253.38994,311.0,nhsn_c19_hosp
AR,202502,False,59.830868,109.0,51.756756,104.0,29.827068,99.0,12.630498,124.0,nhsn_c19_hosp
CA,202502,False,944.9004,905.0,1022.14417,913.0,1104.9543,989.0,1158.8796,891.0,nhsn_c19_hosp
CO,202502,False,132.52977,172.0,180.9813,166.0,208.70958,153.0,229.63237,135.0,nhsn_c19_hosp
CT,202502,False,139.66713,188.0,152.29868,157.0,177.14465,190.0,147.11592,166.0,nhsn_c19_hosp
DE,202502,False,30.359835,42.0,26.012571,20.999999999999993,24.315424,32.0,22.560713,31.0,nhsn_c19_hosp
DC,202502,False,4.926364,21.999999999999993,10.342727,29.0,16.221403,30.0,18.888746,26.0,nhsn_c19_hosp
FL,202502,False,833.54974,544.0,860.15753,616.0000000000002,627.17975,613.0000000000002,284.81415,609.0,nhsn_c19_hosp
GA,202502,False,134.0105,257.0,75.80547,211.0,37.748848,288.0,442.23676,312.0,nhsn_c19_hosp
ID,202502,False,39.2621,33.0,39.668495,26.0,40.10075,25.0,33.60286,32.0,nhsn_c19_hosp
IL,202502,False,847.9588,715.0,674.9003,624.0,548.77655,603.0,416.50043,626.0,nhsn_c19_hosp
IN,202502,False,377.03052,420.0,332.62933,335.0,321.58252,361.0,314.28055,371.0,nhsn_c19_hosp
IA,202502,False,158.22305,147.0,154.77185,163.0,133.27184,131.0,108.30775,121.0,nhsn_c19_hosp
KS,202502,False,111.11953,122.0,118.66072,121.0,134.92667,98.0,145.95021,108.0,nhsn_c19_hosp
KY,202502,False,171.60847,231.00000000000003,116.83532,204.0,8.9714575,207.0,162.39482,249.0,nhsn_c19_hosp
LA,202502,False,126.178246,138.0,208.8452,135.0,183.29422,164.0,161.72345,181.0,nhsn_c19_hosp
ME,202502,False,118.91273,88.0,123.316414,55.0,124.92304,46.0,125.75141,41.0,nhsn_c19_hosp
MD,202502,False,179.49934,196.0,83.32661,207.0,72.85908,190.0,1.6733328,197.0,nhsn_c19_hosp
MA,202502,False,516.61597,439.0,463.95374,422.0,477.38443,352.0,460.30057,285.0,nhsn_c19_hosp
MI,202502,False,1047.3221,628.0,932.3187,551.0,853.15784,577.0,711.0538,498.0,nhsn_c19_hosp
MN,202502,False,248.39789,326.0,252.40742,274.0,228.54355,217.0,170.65161,181.0,nhsn_c19_hosp
MS,202502,False,39.79766,104.0,28.361694,109.0,15.365051,117.0,6.3554387,136.0,nhsn_c19_hosp
MO,202502,False,245.04941,286.0,205.70236,278.0,182.72696,278.0,127.3614,323.0,nhsn_c19_hosp
MT,202502,False,44.668804,35.0,54.981777,19.0,53.05627,8.0,40.88737,25.0,nhsn_c19_hosp
NE,202502,False,88.10632,78.0,93.36774,79.0,87.98436,75.0,77.653854,71.0,nhsn_c19_hosp
NV,202502,False,66.65477,55.0,53.42943,48.0,86.89523,44.0,86.53339,48.0,nhsn_c19_hosp
NH,202502,False,92.915634,76.0,75.661415,70.0,63.561157,75.0,54.1739,66.0,nhsn_c19_hosp
NJ,202502,False,392.4464,509.0,234.12744,459.0,41.14184,468.0,224.24164,450.0,nhsn_c19_hosp
NM,202502,False,96.82462,106.0,105.13769,75.0,96.90711,57.0,86.272026,64.0,nhsn_c19_hosp
NY,202502,False,713.0013,875.0,679.2269,805.9999999999999,577.81726,798.9999999999999,472.4354,814.0000000000001,nhsn_c19_hosp
NC,202502,False,277.8164,425.0,206.88678,420.0,181.56903,410.0,80.56803,458.0,nhsn_c19_hosp
ND,202502,False,40.46689,26.0,41.26597,24.0,36.52673,22.0,26.49087,39.0,nhsn_c19_hosp
OH,202502,False,349.47418,852.0,292.0658,680.0,242.95758,682.0,229.92151,651.0,nhsn_c19_hosp
OK,202502,False,137.48483,205.0,95.86531,192.0,119.98569,194.0,152.93803,158.0,nhsn_c19_hosp
OR,202502,False,91.368546,81.0,111.527855,53.0,106.33807,65.0,103.15435,69.0,nhsn_c19_hosp
PA,202502,False,1216.9624,1661.0,1126.5614,1458.0,1054.0847,1507.0,946.03046,1319.0,nhsn_c19_hosp
RI,202502,False,88.76787,68.0,83.18563,60.0,74.249985,72.0,64.61978,57.0,nhsn_c19_hosp
SC,202502,False,155.82634,178.0,117.01552,156.0,78.30701,200.0,2.422102,214.0,nhsn_c19_hosp
SD,202502,False,16.832691,39.0,21.15699,38.0,18.325367,56.0,16.27993,61.0,nhsn_c19_hosp
TN,202502,False,224.79451,258.0,139.76741,210.0,38.123066,244.0,115.76069,260.0,nhsn_c19_hosp
TX,202502,False,677.8004,594.0,750.8341,665.0,627.8959,774.0,331.7157,835.0,nhsn_c19_hosp
UT,202502,False,37.38001,52.0,65.014946,49.0,71.93725,48.0,74.74122,45.0,nhsn_c19_hosp
VT,202502,False,26.31613,33.0,18.987942,33.0,15.108408,30.0,12.784536,30.0,nhsn_c19_hosp
VA,202502,False,471.64423,280.0,307.41354,239.0,218.77853,317.0,78.03653,316.0,nhsn_c19_hosp
WA,202502,False,98.466805,64.0,106.27882,81.0,132.75783,102.0,151.30911,127.00000000000003,nhsn_c19_hosp
WV,202502,False,123.73645,143.0,87.56052,111.0,65.27073,91.0,40.453564,114.0,nhsn_c19_hosp
WI,202502,False,333.1886,414.0,265.80374,361.0,264.65076,309.0,260.83044,338.0,nhsn_c19_hosp
WY,202502,False,19.870197,47.0,23.925026,29.0,24.408928,54.0,23.871382,23.0,nhsn_c19_hosp
PR,202502,False,138.6791,83.0,144.07745,75.0,138.45035,78.0,116.837776,75.0,nhsn_c19_hosp
HI,202502,False,42.410545,18.0,48.76454,12.0,47.599617,10.0,46.133114,13.000000000000014,nhsn_c19_hosp
US,202502,False,6326.9194,14018.0,5512.736,12720.0,1394.4937,13175.0,2378.1606,12931.0,nhsn_c19_hosp
AL,202503,False,202.00385,178.0,187.76117,212.0,173.32236,227.0,155.7907,225.0,nhsn_c19_hosp
AK,202503,False,7.4764924,5.0,8.86183,9.0,10.046257,10.0,9.855921,11.0,nhsn_c19_hosp
AZ,202503,False,339.33957,312.0,301.35568,403.0,302.889,311.0,320.55054,318.0,nhsn_c19_hosp
AR,202503,False,59.601772,104.0,36.008266,99.0,34.5379,124.0,42.077496,109.0,nhsn_c19_hosp
CA,202503,False,649.1875,912.9999999999998,869.379,989.0,1039.469,891.0,1003.8712,862.0,nhsn_c19_hosp
CO,202503,False,163.73926,166.0,139.53654,153.0,162.01283,135.0,182.67259,131.0,nhsn_c19_hosp
CT,202503,False,161.58421,157.0,157.23283,190.0,149.85838,166.0,135.53664,149.0,nhsn_c19_hosp
DE,202503,False,31.57933,20.999999999999993,28.595543,32.0,35.905674,31.000000000000007,38.89947,28.0,nhsn_c19_hosp
DC,202503,False,17.060766,29.0,12.449819,30.0,17.60641,26.0,18.478064,13.0,nhsn_c19_hosp
FL,202503,False,768.845,616.0,847.00256,613.0,859.0143,609.0,1174.5767,494.0,nhsn_c19_hosp
GA,202503,False,148.37328,210.9999999999999,25.304852,288.0,9.063823,312.0,28.584614,262.0,nhsn_c19_hosp
ID,202503,False,26.83115,26.0,28.402416,25.0,32.590862,32.0,30.187038,37.0,nhsn_c19_hosp
IL,202503,False,577.48047,624.0,531.0298,603.0,592.1597,626.0,586.18695,540.0,nhsn_c19_hosp
IN,202503,False,394.52054,335.0,297.7949,361.0,277.31143,371.0,195.29605,362.0,nhsn_c19_hosp
IA,202503,False,113.274635,163.0,86.17273,131.0,92.28741,121.0,79.624146,116.0,nhsn_c19_hosp
KS,202503,False,54.845158,121.0,49.164112,98.0,69.30069,108.0,68.35014,112.0,nhsn_c19_hosp
KY,202503,False,95.574326,204.0,103.002914,207.0,76.176865,249.0,2.040299,231.0,nhsn_c19_hosp
LA,202503,False,201.24516,135.0,146.40808,164.0,123.81287,181.0,105.95154,170.0,nhsn_c19_hosp
ME,202503,False,66.14392,55.0,56.365265,46.0,53.60888,41.0,50.789246,26.0,nhsn_c19_hosp
MD,202503,False,91.13429,207.0,71.78514,190.0,78.67821,197.0,48.25423,220.0,nhsn_c19_hosp
MA,202503,False,478.3851,422.0,372.80844,352.0,342.54324,285.0,287.05588,295.0,nhsn_c19_hosp
MI,202503,False,723.7997,551.0,563.39453,577.0,481.62418,498.0,442.49487,456.0,nhsn_c19_hosp
MN,202503,False,290.90656,274.0,227.19055,217.0,209.14963,181.0,147.80731,149.0,nhsn_c19_hosp
MS,202503,False,110.346176,109.0,88.16957,117.0,82.90854,136.0,65.74325,74.0,nhsn_c19_hosp
MO,202503,False,253.89969,278.0,193.13345,278.0,191.13681,323.0,195.92282,306.0,nhsn_c19_hosp
MT,202503,False,39.91141,19.0,31.339859,8.0,32.978184,25.0,32.991535,18.0,nhsn_c19_hosp
NE,202503,False,67.44115,79.0,56.115574,75.0,66.37739,71.0,66.60678,77.0,nhsn_c19_hosp
NV,202503,False,26.764145,48.0,29.917694,44.0,57.21318,48.0,67.98909,34.0,nhsn_c19_hosp
NH,202503,False,68.02947,70.0,57.73512,75.0,57.776676,66.0,49.373447,43.0,nhsn_c19_hosp
NJ,202503,False,593.6,459.0,562.871,468.0,430.90408,450.0,354.67087,366.0,nhsn_c19_hosp
NM,202503,False,101.583374,75.0,91.995865,57.0,81.00295,64.0,81.113045,38.0,nhsn_c19_hosp
NY,202503,False,554.36566,806.0,490.70212,799.0,573.5722,814.0,478.62302,830.0,nhsn_c19_hosp
NC,202503,False,261.84576,420.0,214.70676,410.0,281.62927,458.0,244.02869,381.0,nhsn_c19_hosp
ND,202503,False,20.733627,24.000000000000004,16.641697,22.0,13.994828,39.0,7.697064,32.0,nhsn_c19_hosp
OH,202503,False,630.7982,680.0,511.41724,682.0,495.33722,651.0,349.8139,617.0,nhsn_c19_hosp
OK,202503,False,161.63112,192.0,120.20825,194.0,141.8552,158.0,123.28145,160.0,nhsn_c19_hosp
OR,202503,False,87.8647,53.0,85.183014,65.0,84.88724,69.0,96.76959,67.0,nhsn_c19_hosp
PA,202503,False,1437.5493,1458.0,1428.1638,1507.0,1332.3666,1319.0,1092.812,1099.0,nhsn_c19_hosp
RI,202503,False,56.437023,60.0,44.79463,72.0,41.00202,57.0,41.711765,53.0,nhsn_c19_hosp
SC,202503,False,178.59418,156.0,153.8464,200.0,142.22763,214.0,119.200806,147.0,nhsn_c19_hosp
SD,202503,False,30.164225,38.0,23.98514,56.0,14.952678,61.0,7.805102,46.0,nhsn_c19_hosp
TN,202503,False,235.16052,210.0,229.76965,244.0,239.4358,260.0,225.19357,275.0,nhsn_c19_hosp
TX,202503,False,594.8526,665.0,557.5822,774.0,503.27484,835.0,510.2354,655.0,nhsn_c19_hosp
UT,202503,False,74.69037,49.000000000000014,60.02846,48.0,72.10901,45.000000000000014,65.24701,39.0,nhsn_c19_hosp
VT,202503,False,30.557081,33.0,29.539762,30.0,32.227215,30.0,29.135746,22.0,nhsn_c19_hosp
VA,202503,False,206.29144,239.0,155.31491,317.0,210.29544,316.0,176.99939,264.0,nhsn_c19_hosp
WA,202503,False,50.004715,81.0,55.113815,102.0,72.00575,127.0,58.53749,115.0,nhsn_c19_hosp
WV,202503,False,89.47704,111.0,84.60141,91.0,83.146904,114.0,69.7756,124.0,nhsn_c19_hosp
WI,202503,False,375.69797,361.0,315.45917,309.0,321.38617,338.0,296.2118,262.0,nhsn_c19_hosp
WY,202503,False,43.64086,29.0,39.058075,54.0,33.235535,23.0,29.203938,18.0,nhsn_c19_hosp
PR,202503,False,120.0119,75.0,92.15371,78.0,63.31266,75.0,51.700752,70.0,nhsn_c19_hosp
HI,202503,False,24.05558,12.000000000000014,30.763344,10.0,35.074677,13.0,37.485344,10.0,nhsn_c19_hosp
US,202503,False,10463.279,12720.0,10525.905,13175.0,12978.996,12931.0,11899.166,11558.0,nhsn_c19_hosp
AL,202504,False,189.81291,212.0,175.73703,227.0,154.28009,225.0,162.3576,186.0,nhsn_c19_hosp
AK,202504,False,0.27389082,9.0,4.0109096,10.0,6.409662,11.0,7.332708,10.0,nhsn_c19_hosp
AZ,202504,False,312.92978,403.0,250.17305,311.0,230.88945,318.0,218.49776,262.0,nhsn_c19_hosp
AR,202504,False,75.49817,99.0,46.486416,124.0,52.294384,109.0,62.156734,84.0,nhsn_c19_hosp
CA,202504,False,540.917,989.0,847.0803,891.0,1034.1313,862.0,1055.2103,689.0,nhsn_c19_hosp
CO,202504,False,157.40167,153.0,148.12544,134.99999999999997,175.51271,131.00000000000003,191.3012,102.00000000000003,nhsn_c19_hosp
CT,202504,False,120.78653,190.0,104.43756,166.0,105.19765,149.0,95.805435,126.0,nhsn_c19_hosp
DE,202504,False,22.192156,32.0,14.355162,31.000000000000007,19.319685,28.0,17.9,23.0,nhsn_c19_hosp
DC,202504,False,29.054924,30.0,24.4617,26.0,32.04865,13.0,34.476868,22.0,nhsn_c19_hosp
FL,202504,False,1059.1943,613.0,1063.1024,609.0,1137.5326,494.0,1427.0242,460.0,nhsn_c19_hosp
GA,202504,False,69.31135,288.0000000000001,26.610285,312.0,39.5418,262.0,39.665092,247.0,nhsn_c19_hosp
ID,202504,False,24.705349,25.0,19.867786,32.0,20.807781,37.0,16.61697,26.0,nhsn_c19_hosp
IL,202504,False,654.6144,603.0,604.6334,626.0,660.5766,540.0,588.316,526.0,nhsn_c19_hosp
IN,202504,False,365.60278,361.0,275.36316,371.0,272.7779,362.0,205.0977,350.0,nhsn_c19_hosp
IA,202504,False,127.79433,131.0,96.93545,121.0,108.225395,116.0,95.19839,87.99999999999999,nhsn_c19_hosp
KS,202504,False,117.12925,98.0,103.95659,108.0,113.272385,112.0,120.59159,103.0,nhsn_c19_hosp
KY,202504,False,152.67091,207.0,153.10637,249.0,163.0259,231.0,104.923256,207.0,nhsn_c19_hosp
LA,202504,False,198.48335,164.0,157.33543,181.0,150.62877,170.0,140.75261,147.0,nhsn_c19_hosp
ME,202504,False,47.47667,46.0,38.009365,41.0,39.583942,26.0,40.02416,20.0,nhsn_c19_hosp
MD,202504,False,165.02547,190.0,141.03633,197.0,143.40276,220.0,105.70938,187.0,nhsn_c19_hosp
MA,202504,False,379.275,352.0,300.61096,285.0,318.24945,295.0,299.30734,240.0,nhsn_c19_hosp
MI,202504,False,653.14954,577.0,510.99478,498.0,465.362,456.0,428.01785,435.0,nhsn_c19_hosp
MN,202504,False,228.24165,217.0,193.84972,181.0,191.07559,148.99999999999997,145.37938,128.0,nhsn_c19_hosp
MS,202504,False,129.0266,117.0,117.50813,136.0,123.34268,74.0,100.91228,82.0,nhsn_c19_hosp
MO,202504,False,222.93599,278.0,175.85521,323.0,195.44554,306.0,217.91655,267.0,nhsn_c19_hosp
MT,202504,False,28.539242,8.0,20.846245,25.0,26.253555,18.0,25.487053,24.0,nhsn_c19_hosp
NE,202504,False,69.706055,75.0,57.044613,71.0,66.77394,77.0,64.178116,60.0,nhsn_c19_hosp
NV,202504,False,19.55745,44.0,26.768677,48.00000000000003,76.626785,34.00000000000003,88.25699,34.00000000000003,nhsn_c19_hosp
NH,202504,False,77.05584,75.0,63.760303,66.0,60.3647,43.0,51.19043,49.0,nhsn_c19_hosp
NJ,202504,False,545.1114,468.0,467.22882,450.0,388.43744,366.0,329.26715,347.0,nhsn_c19_hosp
NM,202504,False,75.011894,57.0,68.45114,64.0,69.30347,38.0,71.18072,54.0,nhsn_c19_hosp
NY,202504,False,654.668,799.0,582.5744,814.0,668.191,830.0,560.8057,710.0000000000001,nhsn_c19_hosp
NC,202504,False,347.7008,410.0,256.995,458.0,287.3097,381.0,280.3553,359.0,nhsn_c19_hosp
ND,202504,False,20.25911,22.000000000000004,12.681618,39.0,9.7785225,32.0,4.1149716,33.0,nhsn_c19_hosp
OH,202504,False,660.2557,682.0,552.25696,651.0,533.5229,617.0,389.97528,522.0,nhsn_c19_hosp
OK,202504,False,176.38754,194.0,143.77684,158.0,159.74973,160.0,125.14077,116.0,nhsn_c19_hosp
OR,202504,False,60.527172,65.0,52.536648,69.0,55.422863,67.0,54.171856,67.0,nhsn_c19_hosp
PA,202504,False,1446.2513,1507.0,1154.768,1319.0,1032.7614,1099.0,856.09375,1019.0,nhsn_c19_hosp
RI,202504,False,53.237335,72.0,41.84184,57.0,39.562603,53.0,39.079346,36.0,nhsn_c19_hosp
SC,202504,False,202.42902,200.0,168.74594,214.0,149.61685,147.0,110.72573,134.0,nhsn_c19_hosp
SD,202504,False,38.451885,56.0,32.016083,61.0,23.184727,46.0,16.987507,42.0,nhsn_c19_hosp
TN,202504,False,204.34433,244.0,223.06258,260.0,223.95857,275.0,218.84999,237.0,nhsn_c19_hosp
TX,202504,False,898.72235,774.0,758.9782,835.0,733.3964,655.0,712.97394,618.9999999999998,nhsn_c19_hosp
UT,202504,False,90.34575,48.0,72.82251,44.999999999999986,85.83466,39.0,81.09103,60.000000000000014,nhsn_c19_hosp
VT,202504,False,27.122637,30.0,23.469746,30.0,25.522907,22.0,21.821936,15.0,nhsn_c19_hosp
VA,202504,False,196.83658,317.0,159.89542,316.0,215.10355,264.0,193.17126,227.00000000000006,nhsn_c19_hosp
WA,202504,False,66.55077,102.0,75.55254,127.0,94.07064,115.0,86.0852,151.0,nhsn_c19_hosp
WV,202504,False,88.419075,91.0,76.514,114.0,78.79858,124.0,73.72317,109.0,nhsn_c19_hosp
WI,202504,False,384.86713,309.0,333.57675,338.0,335.94492,262.0,304.55853,225.0,nhsn_c19_hosp
WY,202504,False,32.02251,54.0,25.578808,23.0,20.728642,18.0,18.23797,20.0,nhsn_c19_hosp
PR,202504,False,76.826294,78.0,61.301487,75.0,41.085354,70.0,31.554914,45.0,nhsn_c19_hosp
HI,202504,False,13.284589,10.0,19.606352,13.0,24.457014,10.0,20.4028,15.999999999999986,nhsn_c19_hosp
US,202504,False,12953.512,13175.0,12417.563,12931.0,13073.767,11558.0,11402.829,10348.000000000002,nhsn_c19_hosp
AL,202505,False,219.69035,227.0,219.50182,225.0,208.40172,186.0,226.19691,210.0,nhsn_c19_hosp
AK,202505,False,6.997551,10.0,8.1725025,11.0,9.230324,10.0,9.456486,19.0,nhsn_c19_hosp
AZ,202505,False,410.39346,311.0,362.80106,318.0,368.73038,262.0,393.1598,279.0,nhsn_c19_hosp
AR,202505,False,113.73416,124.0,92.74159,109.0,86.22659,84.0,81.507126,109.0,nhsn_c19_hosp
CA,202505,False,960.80475,891.0,1078.6217,862.0,1264.0417,689.0,1327.3198,669.0,nhsn_c19_hosp
CO,202505,False,160.34827,135.0,160.13585,131.0,189.9507,102.0,209.5774,81.0,nhsn_c19_hosp
CT,202505,False,122.47352,166.0,124.657234,149.0,134.87962,126.0,140.61919,118.0,nhsn_c19_hosp
DE,202505,False,47.166187,30.999999999999993,42.687443,28.000000000000007,44.61812,22.999999999999993,45.047565,22.999999999999993,nhsn_c19_hosp
DC,202505,False,40.457043,26.0,34.716324,13.0,42.8705,22.000000000000007,45.39159,25.0,nhsn_c19_hosp
FL,202505,False,901.3783,609.0,928.4059,494.0,1036.0917,460.0,1354.8384,447.0,nhsn_c19_hosp
GA,202505,False,286.53955,312.0,223.14775,262.0,250.28923,247.0,244.46843,263.0,nhsn_c19_hosp
ID,202505,False,28.731243,32.0,22.090214,37.0,23.13818,26.0,20.45892,30.0,nhsn_c19_hosp
IL,202505,False,782.65515,626.0,711.437,540.0,731.3211,526.0,702.346,488.0,nhsn_c19_hosp
IN,202505,False,420.88443,371.0,337.92813,362.0,309.72437,350.0,251.967,275.0,nhsn_c19_hosp
IA,202505,False,124.315475,121.0,92.00519,116.0,101.28885,88.0,89.996315,74.0,nhsn_c19_hosp
KS,202505,False,131.09424,108.0,97.4119,112.0,98.4464,103.0,106.37441,110.0,nhsn_c19_hosp
KY,202505,False,198.0688,249.0,207.03572,231.0,219.2922,207.0,157.27621,229.0,nhsn_c19_hosp
LA,202505,False,196.08862,181.0,157.28003,170.0,177.85576,147.0,167.43405,177.00000000000003,nhsn_c19_hosp
ME,202505,False,32.945786,41.0,33.901665,26.0,41.57713,20.0,43.9059,9.0,nhsn_c19_hosp
MD,202505,False,235.55322,197.0,230.29588,220.0,235.00519,187.0,212.8405,159.0,nhsn_c19_hosp
MA,202505,False,369.40485,285.0,308.59164,295.0,319.52942,240.0,302.6114,254.0,nhsn_c19_hosp
MI,202505,False,551.02454,498.0,488.0601,456.0,465.51385,435.0,427.1904,381.0,nhsn_c19_hosp
MN,202505,False,199.49957,181.0,173.50734,149.0,171.97038,128.0,141.75531,116.0,nhsn_c19_hosp
MS,202505,False,152.62204,136.0,139.7821,74.0,157.24716,82.0,135.92842,81.0,nhsn_c19_hosp
MO,202505,False,282.32947,323.0,250.02414,306.0,281.19437,267.0,286.5991,190.0,nhsn_c19_hosp
