region,epiweek,is_test,pred_1,true_1,pred_2,true_2,pred_3,true_3,pred_4,true_4,target
KS,202448,False,74.14828,94.0,104.48161,93.00000000000001,106.92619,135.0,92.1424,200.0,nhsn_c19_hosp
KY,202448,False,101.57329,137.0,211.41815,165.0,306.6624,228.0,403.64954,317.0,nhsn_c19_hosp
LA,202448,False,74.56488,80.0,178.99615,104.0,234.54926,112.0,205.33994,141.0,nhsn_c19_hosp
ME,202448,False,31.018929,20.0,44.289192,33.0,46.761795,28.0,43.47855,50.0,nhsn_c19_hosp
MD,202448,False,116.76712,86.0,231.57251,88.0,332.15897,112.0,366.8871,144.0,nhsn_c19_hosp
MA,202448,False,383.60083,448.0,533.34735,425.0,661.68646,385.0,762.99963,375.0,nhsn_c19_hosp
MI,202448,False,603.8408,588.0,753.8329,688.0,914.66327,547.0,1091.2892,735.0,nhsn_c19_hosp
MN,202448,False,195.46344,192.0,247.3845,225.0,290.3503,259.0,324.41956,355.0,nhsn_c19_hosp
MS,202448,False,99.130806,54.0,116.1068,67.0,141.5988,48.999999999999986,165.21182,70.0,nhsn_c19_hosp
MO,202448,False,219.38564,193.0,333.42435,247.0,395.08313,259.0,431.2114,397.0,nhsn_c19_hosp
MT,202448,False,13.560556,37.0,27.073893,26.0,30.929796,19.0,35.535877,34.99999999999999,nhsn_c19_hosp
NE,202448,False,62.44178,78.0,80.88333,66.0,90.62407,69.0,97.31882,98.0,nhsn_c19_hosp
NV,202448,False,57.66816,49.0,53.032265,52.0,66.00742,72.0,87.25855,46.99999999999997,nhsn_c19_hosp
NH,202448,False,51.25418,67.0,69.41489,68.0,79.909584,56.0,83.243324,89.0,nhsn_c19_hosp
NJ,202448,False,285.61752,188.0,480.661,241.0,534.97046,300.00000000000006,508.33926,425.0,nhsn_c19_hosp
NM,202448,False,133.49294,127.0,152.4158,144.0,164.65466,134.0,171.84015,147.0,nhsn_c19_hosp
NY,202448,False,550.44556,456.0,922.3817,506.0,1206.8074,629.0,1284.4618,722.0,nhsn_c19_hosp
NC,202448,False,200.66017,181.00000000000006,340.1894,231.99999999999994,384.74243,257.0,243.44408,364.0,nhsn_c19_hosp
ND,202448,False,34.65329,17.0,43.89993,17.0,47.546352,25.0,48.267395,30.0,nhsn_c19_hosp
OH,202448,False,600.4445,385.0,814.03467,530.0,982.43604,696.0,1043.8826,868.0,nhsn_c19_hosp
OK,202448,False,116.38165,145.0,187.26073,158.0,253.65642,169.0,318.70697,238.0,nhsn_c19_hosp
OR,202448,False,67.94824,59.0,102.68772,70.0,133.86787,72.0,144.08301,85.0,nhsn_c19_hosp
PA,202448,False,823.3787,642.0,927.54767,712.0,927.72565,773.0,802.0266,1143.0,nhsn_c19_hosp
RI,202448,False,31.146898,40.0,41.201214,50.0,43.923603,41.0,41.7874,63.0,nhsn_c19_hosp
SC,202448,False,66.58267,75.0,161.63715,84.99999999999997,195.1369,132.0,144.59492,168.0,nhsn_c19_hosp
SD,202448,False,21.663757,24.000000000000007,34.153294,47.0,37.01418,26.0,38.186356,46.0,nhsn_c19_hosp
TN,202448,False,153.18637,143.0,251.7293,196.0,276.95905,176.0,184.48444,229.0,nhsn_c19_hosp
TX,202448,False,655.91986,397.0,1085.6136,369.0000000000002,1446.323,461.9999999999998,1803.7563,582.0,nhsn_c19_hosp
UT,202448,False,75.70488,62.0,84.11376,55.0,86.465096,65.0,100.718895,97.0,nhsn_c19_hosp
VT,202448,False,20.061054,20.0,30.449553,16.0,33.843277,10.0,33.37222,33.0,nhsn_c19_hosp
VA,202448,False,157.86041,134.0,278.27527,185.0,393.5097,198.0,526.2242,297.0,nhsn_c19_hosp
WA,202448,False,74.91735,45.0,125.50785,60.00000000000006,181.00441,73.0,246.86665,91.0,nhsn_c19_hosp
WV,202448,False,177.64104,92.0,207.17009,156.0,231.70523,102.0,219.8009,143.0,nhsn_c19_hosp
WI,202448,False,169.08208,192.00000000000003,216.29088,231.0,286.19672,295.0,341.18915,406.0,nhsn_c19_hosp
WY,202448,False,40.140728,40.0,43.01151,53.0,43.33554,33.0,44.74178,92.0,nhsn_c19_hosp
PR,202448,False,105.77452,107.0,127.834816,86.0,147.13832,116.0,168.62663,107.0,nhsn_c19_hosp
HI,202448,False,6.8189855,15.0,17.833221,13.0,24.876991,13.0,33.859528,9.0,nhsn_c19_hosp
US,202448,False,9312.69,8921.999999999998,15913.234,9923.0,22502.97,10990.000000000002,27160.752,14232.0,nhsn_c19_hosp
AL,202449,False,141.85403,113.0,246.97697,152.0,272.50577,216.0,273.92905,226.0,nhsn_c19_hosp
AK,202449,False,21.489798,8.0,28.649809,10.0,33.52971,14.0,36.950283,6.0000000000000036,nhsn_c19_hosp
AZ,202449,False,571.4084,756.0,614.4816,763.0,726.20526,776.0,711.28577,719.0,nhsn_c19_hosp
AR,202449,False,86.23257,61.0,152.82205,83.0,215.17592,125.0,318.27408,154.0,nhsn_c19_hosp
CA,202449,False,744.5255,737.0,1273.6827,820.0,1932.457,932.0,2461.2058,1020.0,nhsn_c19_hosp
CO,202449,False,178.19258,173.0,212.5089,228.0,282.24203,289.0,364.53485,335.0,nhsn_c19_hosp
CT,202449,False,158.64734,101.0,231.56404,96.0,259.3601,160.0,204.00058,236.0,nhsn_c19_hosp
DE,202449,False,20.748262,25.000000000000007,37.298676,42.0,65.511894,48.0,68.14427,80.0,nhsn_c19_hosp
DC,202449,False,21.622955,15.999999999999993,37.83207,21.0,56.672047,24.0,63.69739,25.0,nhsn_c19_hosp
FL,202449,False,82.825874,332.0,393.52582,398.0,994.52997,432.0,1252.7092,644.0,nhsn_c19_hosp
GA,202449,False,334.67047,159.0,507.87512,171.0000000000001,641.87427,232.0,760.78156,301.9999999999999,nhsn_c19_hosp
ID,202449,False,43.81076,45.99999999999999,61.237778,36.00000000000001,76.07607,56.0,82.49559,58.0,nhsn_c19_hosp
IL,202449,False,358.4338,439.0,627.8631,555.0,855.73346,809.0,854.3217,1102.0,nhsn_c19_hosp
IN,202449,False,325.38647,314.0,450.76245,400.0,578.6471,549.0,656.4963,673.0,nhsn_c19_hosp
IA,202449,False,133.90486,84.00000000000001,176.82355,86.99999999999999,210.16277,127.0,248.24168,175.0,nhsn_c19_hosp
KS,202449,False,92.266884,93.0,131.86972,135.0,149.86287,200.0,152.27577,233.0,nhsn_c19_hosp
KY,202449,False,155.43697,165.0,244.03549,228.0,352.71936,317.0,353.3418,449.0,nhsn_c19_hosp
LA,202449,False,60.122696,103.99999999999994,135.63676,112.0,157.52887,141.0,110.92934,194.0,nhsn_c19_hosp
ME,202449,False,26.042149,33.0,31.57505,28.0,28.168266,50.0,19.19909,93.0,nhsn_c19_hosp
MD,202449,False,100.309364,88.0,171.04982,112.0,230.77159,144.0,234.35309,319.0,nhsn_c19_hosp
MA,202449,False,474.00763,425.0,606.5878,385.0,700.0584,375.0,742.98425,596.0,nhsn_c19_hosp
MI,202449,False,645.30786,688.0,815.03217,547.0,952.7678,735.0,1038.8304,907.0,nhsn_c19_hosp
MN,202449,False,260.70633,225.0,316.69748,259.0,367.86533,355.0,397.09296,508.0,nhsn_c19_hosp
MS,202449,False,74.94555,67.0,105.26097,49.0,136.49985,70.0,153.44246,133.0,nhsn_c19_hosp
MO,202449,False,271.46802,247.0,336.6692,259.0,376.67673,397.0,352.5764,483.0,nhsn_c19_hosp
MT,202449,False,55.785652,26.0,69.07846,19.0,74.54421,35.0,72.77182,37.0,nhsn_c19_hosp
NE,202449,False,106.61757,66.0,122.97958,69.0,130.0761,98.0,129.55394,109.0,nhsn_c19_hosp
NV,202449,False,88.11825,52.0,108.644356,72.0,135.06389,47.0,157.78914,66.0,nhsn_c19_hosp
NH,202449,False,71.48051,68.0,89.63281,56.0,101.5756,89.0,106.17504,143.0,nhsn_c19_hosp
NJ,202449,False,187.55934,241.0,329.51532,299.99999999999994,333.53653,425.0,262.29272,647.0,nhsn_c19_hosp
NM,202449,False,137.2412,144.0,153.19609,134.0,160.72557,147.0,157.64186,165.0,nhsn_c19_hosp
NY,202449,False,672.013,506.0,970.58704,629.0,1146.5737,722.0,1021.3406,1074.0,nhsn_c19_hosp
NC,202449,False,236.31096,232.0,375.36554,257.0,444.67053,364.0,299.5188,492.0,nhsn_c19_hosp
ND,202449,False,25.37905,17.0,30.560223,24.999999999999996,31.868858,30.0,30.80872,38.0,nhsn_c19_hosp
OH,202449,False,496.35034,530.0,703.3645,696.0,828.87054,868.0,836.7646,1350.0,nhsn_c19_hosp
OK,202449,False,167.36597,158.0,229.22182,169.0,278.2185,238.0,363.31973,270.0,nhsn_c19_hosp
OR,202449,False,75.85782,70.0,107.466194,72.0,136.45648,85.0,145.26064,122.0,nhsn_c19_hosp
PA,202449,False,577.0776,712.0,559.12805,773.0,538.486,1143.0,412.7138,1325.0,nhsn_c19_hosp
RI,202449,False,50.50072,50.0,63.40241,41.0,69.1127,63.0,68.02298,90.0,nhsn_c19_hosp
SC,202449,False,78.476204,85.0,179.02397,132.0,203.14502,168.0,167.76915,232.0,nhsn_c19_hosp
SD,202449,False,27.03732,47.0,37.652107,26.0,36.128155,46.0,33.91672,55.0,nhsn_c19_hosp
TN,202449,False,195.64784,196.0,275.26596,176.0,260.49326,229.0,145.17467,352.0,nhsn_c19_hosp
TX,202449,False,787.90674,369.0,1279.1865,461.9999999999998,1447.2396,582.0,1535.509,710.0,nhsn_c19_hosp
UT,202449,False,82.432076,55.0,92.87116,65.0,101.15572,97.0,113.66601,96.0,nhsn_c19_hosp
VT,202449,False,24.905664,16.0,33.05657,10.0,37.162025,33.0,37.255245,34.0,nhsn_c19_hosp
VA,202449,False,148.91884,185.0,261.6582,198.0,386.13727,297.0,461.34088,445.0,nhsn_c19_hosp
WA,202449,False,50.360695,60.0,114.533394,73.0,166.2938,91.0,234.98616,118.0,nhsn_c19_hosp
WV,202449,False,118.06816,156.0,126.98848,102.0,118.439445,143.0,77.46565,181.0,nhsn_c19_hosp
WI,202449,False,238.6533,231.0,302.91833,295.0,391.1474,406.0,491.25018,522.0,nhsn_c19_hosp
WY,202449,False,41.140434,53.0,44.6756,33.0,45.368668,92.0,44.506954,45.0,nhsn_c19_hosp
PR,202449,False,135.71324,86.0,170.34546,116.0,188.78593,107.0,192.29778,138.0,nhsn_c19_hosp
HI,202449,False,15.735773,13.0,26.060205,13.0,30.174593,9.0,41.11243,23.0,nhsn_c19_hosp
US,202449,False,9855.001,9923.000000000002,15380.676,10990.0,20453.34,14232.0,23222.89,18552.0,nhsn_c19_hosp
AL,202450,False,121.66215,152.0,101.56986,216.0,112.6948,226.0,138.37642,215.0,nhsn_c19_hosp
AK,202450,False,10.409103,10.0,11.363892,14.0,12.650507,6.0,12.61553,14.0,nhsn_c19_hosp
AZ,202450,False,689.76685,763.0,578.9521,776.0,436.9596,719.0,307.65063,462.0,nhsn_c19_hosp
AR,202450,False,72.98426,83.0,75.29102,125.0,79.03619,154.0,75.04719,105.0,nhsn_c19_hosp
CA,202450,False,728.695,820.0,703.98627,932.0,766.80084,1020.0,731.01544,900.0,nhsn_c19_hosp
CO,202450,False,195.13348,228.0,168.53238,289.0,148.60477,335.0,154.37675,236.0,nhsn_c19_hosp
CT,202450,False,84.98483,96.0,95.08119,160.0,111.43565,236.0,134.92113,227.0,nhsn_c19_hosp
DE,202450,False,27.684225,42.0,32.012505,48.0,36.85066,80.0,38.26662,41.0,nhsn_c19_hosp
DC,202450,False,8.780562,20.999999999999993,10.183856,24.0,19.035805,25.0,27.85709,24.0,nhsn_c19_hosp
FL,202450,False,590.0924,398.0,624.9946,432.0,579.64246,644.0,308.16037,571.0,nhsn_c19_hosp
GA,202450,False,118.118576,171.0000000000001,163.30882,232.0,214.34892,302.0,130.00676,251.0000000000001,nhsn_c19_hosp
ID,202450,False,50.959686,36.0,47.29291,56.0,50.296486,58.0,57.104496,46.99999999999999,nhsn_c19_hosp
IL,202450,False,170.34708,555.0,177.15347,809.0,191.47464,1102.0,183.48245,809.0,nhsn_c19_hosp
IN,202450,False,275.0138,400.0,363.34317,549.0,451.595,673.0,508.25034,536.0,nhsn_c19_hosp
IA,202450,False,102.633125,87.00000000000001,137.7537,127.0,167.86093,175.0,183.03912,163.0,nhsn_c19_hosp
KS,202450,False,98.52043,135.0,125.58419,200.0,136.37605,233.0,128.06367,160.0,nhsn_c19_hosp
KY,202450,False,162.38838,228.0,261.90433,317.0,363.7004,449.0,415.26962,280.0,nhsn_c19_hosp
LA,202450,False,104.457985,112.0,106.37745,141.0,115.98661,194.0,45.942696,162.99999999999997,nhsn_c19_hosp
ME,202450,False,35.297325,28.0,40.201733,50.0,47.878574,93.0,50.706722,99.0,nhsn_c19_hosp
MD,202450,False,26.589632,112.0,27.91751,144.0,118.845856,319.0,145.95201,216.0,nhsn_c19_hosp
MA,202450,False,393.3069,385.0,398.6185,375.0,421.05774,596.0,468.26254,628.0,nhsn_c19_hosp
MI,202450,False,614.8388,547.0,642.72614,735.0,688.2225,907.0,747.2404,988.0,nhsn_c19_hosp
MN,202450,False,211.09016,259.0,184.01216,355.0,237.41006,508.0,291.23267,371.0,nhsn_c19_hosp
MS,202450,False,106.12592,49.0,96.42298,70.0,92.52375,133.0,80.03527,84.0,nhsn_c19_hosp
MO,202450,False,282.97144,259.0,295.59204,397.0,285.2328,483.0,247.12825,388.0,nhsn_c19_hosp
MT,202450,False,43.069218,19.0,46.002583,34.99999999999999,41.135773,37.0,34.44138,34.99999999999999,nhsn_c19_hosp
NE,202450,False,80.62546,69.0,96.03686,98.0,114.99869,109.0,124.681694,104.0,nhsn_c19_hosp
NV,202450,False,90.95182,72.0,65.46914,47.0,57.35352,66.0,41.476994,68.0,nhsn_c19_hosp
NH,202450,False,68.136986,56.0,70.819,89.0,74.01006,143.0,69.037384,86.0,nhsn_c19_hosp
NJ,202450,False,215.92621,300.0,308.80838,425.0,360.72562,647.0,257.946,477.0,nhsn_c19_hosp
NM,202450,False,138.79396,134.0,135.13074,147.0,126.5482,165.0,109.61857,132.0,nhsn_c19_hosp
NY,202450,False,482.75827,629.0,528.9359,722.0,722.8072,1074.0,861.05975,934.0,nhsn_c19_hosp
NC,202450,False,204.55013,257.0,288.11188,364.0,384.36646,492.0,404.75473,404.0,nhsn_c19_hosp
ND,202450,False,19.267122,24.999999999999996,16.30385,30.0,25.3642,38.0,32.28378,40.0,nhsn_c19_hosp
OH,202450,False,197.09167,696.0,407.33655,868.0,591.68097,1350.0,752.354,902.0,nhsn_c19_hosp
OK,202450,False,184.10928,169.0,190.35152,238.0,200.08615,270.0,234.63776,226.0,nhsn_c19_hosp
OR,202450,False,87.09079,72.0,79.69777,85.0,80.41823,122.0,62.878063,79.0,nhsn_c19_hosp
PA,202450,False,697.68915,773.0,546.7706,1143.0,464.5283,1325.0,370.316,1439.0,nhsn_c19_hosp
RI,202450,False,60.01725,41.0,60.208393,63.0,68.5442,90.0,78.49391,87.0,nhsn_c19_hosp
SC,202450,False,31.05522,132.0,48.461838,168.0,81.260315,232.0,101.6557,177.0,nhsn_c19_hosp
SD,202450,False,52.79877,26.0,56.480503,46.0,64.987175,55.0,73.05376,47.0,nhsn_c19_hosp
TN,202450,False,241.61334,176.0,199.49857,229.0,205.29845,352.0,175.10805,247.0,nhsn_c19_hosp
TX,202450,False,500.19156,461.9999999999998,374.7565,582.0,259.6188,710.0,154.01755,579.0,nhsn_c19_hosp
UT,202450,False,80.81727,65.0,86.8199,97.0,73.09237,96.0,47.92464,71.0,nhsn_c19_hosp
VT,202450,False,21.06627,10.0,21.854364,33.0,24.735542,34.0,23.806639,35.0,nhsn_c19_hosp
VA,202450,False,184.05049,198.0,222.80577,297.0,318.12302,445.0,423.21204,300.0,nhsn_c19_hosp
WA,202450,False,33.874363,73.0,36.713688,91.0,62.190647,118.00000000000003,134.65115,92.0,nhsn_c19_hosp
WV,202450,False,114.95236,102.0,123.52557,143.0,149.04912,181.0,145.48232,141.0,nhsn_c19_hosp
WI,202450,False,168.83015,295.0,142.68842,406.0,210.04498,522.0,264.35464,403.0,nhsn_c19_hosp
WY,202450,False,48.42688,33.0,46.83875,92.0,43.985466,45.0,41.259785,45.0,nhsn_c19_hosp
PR,202450,False,130.81784,116.0,126.821594,107.0,119.14935,138.0,92.97617,133.0,nhsn_c19_hosp
HI,202450,False,14.967763,13.0,9.974187,9.0,13.085477,23.0,18.070545,27.0,nhsn_c19_hosp
US,202450,False,7741.1304,10990.0,10623.203,14232.0,15689.286,18552.0,17586.973,15288.0,nhsn_c19_hosp
AL,202451,False,239.1359,216.0,209.8167,226.0,183.03914,215.0,172.66165,192.0,nhsn_c19_hosp
AK,202451,False,6.6232533,14.0,6.4343076,6.0,5.753491,14.0,1.0103976,7.0,nhsn_c19_hosp
AZ,202451,False,671.8103,776.0,567.31744,719.0,412.71805,462.0,288.989,449.0,nhsn_c19_hosp
AR,202451,False,116.419556,125.0,99.25908,154.0,99.428375,105.0,85.73326,109.0,nhsn_c19_hosp
CA,202451,False,983.9505,932.0,1029.3411,1020.0,1105.3518,900.0,987.0124,905.0,nhsn_c19_hosp
CO,202451,False,226.60167,289.0,171.10994,335.0,133.30704,236.0,109.141594,172.0,nhsn_c19_hosp
CT,202451,False,77.12891,160.0,85.25568,236.0,106.12331,227.0,109.94687,188.0,nhsn_c19_hosp
DE,202451,False,30.210793,48.0,40.00455,80.0,49.038765,41.0,48.053646,42.0,nhsn_c19_hosp
DC,202451,False,24.685917,24.0,17.872784,25.0,21.312744,24.0,17.809334,22.0,nhsn_c19_hosp
FL,202451,False,910.7699,432.0,1072.9287,644.0,1011.7889,571.0,700.4502,544.0,nhsn_c19_hosp
GA,202451,False,32.13053,232.0,20.613564,302.0,34.572105,251.0,188.23787,257.0,nhsn_c19_hosp
ID,202451,False,36.415237,56.0,35.359047,58.0,23.299751,47.0,16.382309,33.0,nhsn_c19_hosp
IL,202451,False,505.6159,809.0,481.6854,1102.0,457.99966,809.0,373.6048,715.0,nhsn_c19_hosp
IN,202451,False,436.6113,549.0,501.34683,673.0,595.0573,536.0,624.1258,420.0,nhsn_c19_hosp
IA,202451,False,90.6362,127.0,130.00336,175.0,160.0535,163.0,160.39137,147.0,nhsn_c19_hosp
KS,202451,False,166.40895,200.0,214.55792,233.0,214.34956,160.0,188.76234,122.0,nhsn_c19_hosp
KY,202451,False,247.4669,317.0,342.13052,449.0,414.09988,280.0,449.57996,230.99999999999997,nhsn_c19_hosp
LA,202451,False,187.33046,141.0,208.8075,194.0,178.45157,163.0,79.5814,138.0,nhsn_c19_hosp
ME,202451,False,33.080086,50.0,37.719906,93.0,41.91404,99.0,42.3975,88.0,nhsn_c19_hosp
MD,202451,False,71.49662,144.0,106.10624,319.0,177.46693,216.0,174.64882,196.0,nhsn_c19_hosp
MA,202451,False,366.9502,375.0,339.0321,596.0,312.4018,628.0,340.63272,439.0,nhsn_c19_hosp
MI,202451,False,494.66956,735.0,448.25235,907.0,496.10114,988.0,541.90985,628.0,nhsn_c19_hosp
MN,202451,False,228.02054,355.0,202.51942,508.0,237.47688,371.0,277.50308,326.0,nhsn_c19_hosp
MS,202451,False,57.567135,70.0,36.716755,133.0,12.551533,84.0,21.44035,104.0,nhsn_c19_hosp
MO,202451,False,237.20224,397.0,202.04913,483.0,159.54944,388.0,74.11637,286.0,nhsn_c19_hosp
MT,202451,False,24.963165,35.0,33.982727,37.0,32.79053,35.0,23.24997,35.0,nhsn_c19_hosp
NE,202451,False,65.36827,98.0,71.09004,109.0,80.61488,104.0,80.68913,78.0,nhsn_c19_hosp
NV,202451,False,97.78361,47.0,82.21247,66.0,69.46441,68.0,48.471638,55.0,nhsn_c19_hosp
NH,202451,False,50.58178,89.0,52.47105,143.0,52.858196,86.0,43.53783,76.0,nhsn_c19_hosp
NJ,202451,False,271.9419,425.0,387.75955,647.0,399.41223,477.0,258.21262,509.0,nhsn_c19_hosp
NM,202451,False,138.5619,147.0,127.553986,165.0,110.7154,132.0,89.59957,106.0,nhsn_c19_hosp
NY,202451,False,628.4055,722.0,679.64343,1074.0,988.9777,934.0,1022.26227,875.0,nhsn_c19_hosp
NC,202451,False,175.21895,364.0,252.00334,492.0,338.616,404.0,348.17426,425.0,nhsn_c19_hosp
ND,202451,False,28.506504,30.0,29.079107,38.0,36.163452,40.0,38.3896,26.0,nhsn_c19_hosp
OH,202451,False,551.2251,868.0,685.04645,1350.0,837.43225,902.0,950.2897,852.0,nhsn_c19_hosp
OK,202451,False,142.17375,238.0,120.704506,270.0,133.71893,226.0,150.81813,205.0,nhsn_c19_hosp
OR,202451,False,104.44037,85.0,103.67914,122.0,87.33967,79.0,54.708485,81.0,nhsn_c19_hosp
PA,202451,False,779.6968,1143.0,695.2029,1325.0,622.6811,1439.0,504.01132,1661.0,nhsn_c19_hosp
RI,202451,False,62.232952,63.0,62.139977,90.0,66.43194,87.0,70.58887,68.0,nhsn_c19_hosp
SC,202451,False,139.21294,168.0,127.66632,232.0,137.62009,177.0,129.42337,178.0,nhsn_c19_hosp
SD,202451,False,28.211279,46.0,36.252037,55.0,39.521812,47.0,32.73663,39.0,nhsn_c19_hosp
TN,202451,False,193.59564,229.0,145.60391,352.0,112.580894,247.0,11.85058,258.0,nhsn_c19_hosp
TX,202451,False,786.41205,582.0000000000002,682.2321,710.0,427.13678,579.0,86.94427,594.0,nhsn_c19_hosp
UT,202451,False,76.31017,97.0,80.414024,96.0,64.779274,71.0,50.92618,52.0,nhsn_c19_hosp
VT,202451,False,10.651846,33.0,13.421812,34.0,15.4384,35.0,16.254663,33.0,nhsn_c19_hosp
VA,202451,False,166.87968,297.0,214.41692,445.0,272.97562,300.0,331.7879,280.0,nhsn_c19_hosp
WA,202451,False,44.21872,91.0,51.86725,118.0,90.479126,92.0,153.98773,64.0,nhsn_c19_hosp
WV,202451,False,49.094986,143.0,49.767838,181.0,59.342957,141.0,54.39631,143.0,nhsn_c19_hosp
WI,202451,False,226.19821,406.0,219.89713,522.0,267.903,403.0,287.88657,414.0,nhsn_c19_hosp
WY,202451,False,34.2289,92.0,31.920025,45.0,25.897394,45.0,19.650602,47.0,nhsn_c19_hosp
PR,202451,False,135.90962,107.0,129.49799,138.0,123.99864,133.0,94.421364,83.0,nhsn_c19_hosp
HI,202451,False,24.901112,9.0,23.98109,23.0,26.220722,27.0,27.946384,18.0,nhsn_c19_hosp
US,202451,False,10233.371,14232.0,12289.436,18552.0,15545.757,15288.0,14390.799,14018.0,nhsn_c19_hosp
AL,202452,False,392.5926,226.0,328.47214,215.0,272.52307,192.0,255.67488,178.0,nhsn_c19_hosp
AK,202452,False,12.51892,5.9999999999999964,12.217486,14.0,11.320735,7.0,5.711068,4.9999999999999964,nhsn_c19_hosp
AZ,202452,False,673.0992,719.0,613.3038,462.0,476.35025,449.0,373.38196,312.0,nhsn_c19_hosp
AR,202452,False,146.64162,154.0,147.49112,105.0,146.1571,109.0,112.04382,104.0,nhsn_c19_hosp
CA,202452,False,1220.5186,1020.0,1453.7513,900.0,1545.1493,905.0,1318.1593,913.0,nhsn_c19_hosp
CO,202452,False,206.7686,335.0,167.79,236.0,118.47221,172.0,84.71654,166.0,nhsn_c19_hosp
CT,202452,False,153.07494,236.0,179.00156,227.0,195.69814,188.0,184.74236,157.0,nhsn_c19_hosp
DE,202452,False,41.644344,80.0,39.780632,41.0,44.206272,42.0,38.654095,21.000000000000007,nhsn_c19_hosp
DC,202452,False,38.91294,25.0,36.4843,24.0,39.457653,22.000000000000007,24.614468,29.0,nhsn_c19_hosp
FL,202452,False,649.76245,643.9999999999998,809.3181,571.0,687.0071,544.0,252.52747,616.0,nhsn_c19_hosp
GA,202452,False,27.497282,302.0000000000001,48.13327,251.0000000000001,71.42471,257.0,239.68521,211.0,nhsn_c19_hosp
ID,202452,False,66.87949,58.0,62.447044,47.0,56.555756,33.0,50.357883,26.0,nhsn_c19_hosp
IL,202452,False,986.8105,1102.0,839.7866,809.0,783.53314,715.0,589.4774,624.0,nhsn_c19_hosp
IN,202452,False,624.66565,673.0,668.5649,536.0,737.8196,420.0,721.8913,335.0,nhsn_c19_hosp
IA,202452,False,125.57612,175.0,148.42181,163.0,160.18066,147.0,153.215,163.0,nhsn_c19_hosp
KS,202452,False,265.00937,233.0,317.4155,160.0,319.34775,122.0,304.78583,121.0,nhsn_c19_hosp
KY,202452,False,243.13571,449.0,351.5845,280.0,365.65164,231.0,318.59894,204.0,nhsn_c19_hosp
LA,202452,False,274.2754,194.0,303.8421,163.0,261.83054,138.0,164.58463,135.0,nhsn_c19_hosp
ME,202452,False,45.061535,93.0,51.62868,99.0,55.7965,88.0,51.583702,55.0,nhsn_c19_hosp
MD,202452,False,146.22316,319.0,132.19981,216.0,177.80255,196.0,128.4663,207.0,nhsn_c19_hosp
MA,202452,False,332.3199,596.0,259.35822,628.0,210.06754,439.0,164.60916,422.0,nhsn_c19_hosp
MI,202452,False,448.25125,907.0,456.67368,988.0,502.76956,628.0,476.6565,551.0,nhsn_c19_hosp
MN,202452,False,350.17722,508.0,356.35803,371.0,368.87015,326.0,348.99734,274.0,nhsn_c19_hosp
MS,202452,False,65.70862,133.0,32.28433,84.0,5.403819,104.0,28.11324,109.0,nhsn_c19_hosp
MO,202452,False,397.77344,483.0,344.24002,388.0,282.15952,286.0,181.95999,278.0,nhsn_c19_hosp
MT,202452,False,43.547928,36.99999999999999,47.128635,34.99999999999999,42.199535,34.99999999999999,32.108086,19.0,nhsn_c19_hosp
NE,202452,False,82.61055,109.0,94.95535,104.0,104.79004,78.0,96.26698,79.0,nhsn_c19_hosp
NV,202452,False,45.063362,66.0,14.796762,68.0,7.7587795,55.0,64.090034,48.00000000000003,nhsn_c19_hosp
NH,202452,False,97.29511,143.0,90.032616,86.0,92.54798,76.0,88.918335,70.0,nhsn_c19_hosp
NJ,202452,False,575.12177,647.0,609.3193,477.0,580.09467,509.0,321.07547,459.0,nhsn_c19_hosp
NM,202452,False,154.76892,165.0,153.68965,132.0,138.79504,106.0,111.70901,75.0,nhsn_c19_hosp
NY,202452,False,532.95184,1074.0,716.9325,934.0,945.46545,875.0,906.96375,806.0000000000001,nhsn_c19_hosp
NC,202452,False,378.74832,492.0,415.52307,404.0,470.37,425.0,415.91098,420.0,nhsn_c19_hosp
ND,202452,False,35.934055,38.0,33.884094,40.0,34.907505,26.0,31.78047,24.0,nhsn_c19_hosp
OH,202452,False,1026.0236,1350.0,1024.7981,902.0,1101.2771,852.0,1056.8032,680.0,nhsn_c19_hosp
OK,202452,False,174.44815,270.0,142.73073,226.0,165.60265,205.0,177.99377,192.0,nhsn_c19_hosp
OR,202452,False,124.48608,122.0,141.74402,79.0,129.047,81.0,100.06433,53.0,nhsn_c19_hosp
PA,202452,False,1170.299,1325.0,1189.6514,1439.0,1146.1808,1661.0,961.41766,1458.0,nhsn_c19_hosp
RI,202452,False,72.391975,90.0,75.55499,87.0,77.03864,68.0,76.765236,60.0,nhsn_c19_hosp
SC,202452,False,221.5286,232.0,205.16408,177.0,188.61345,178.0,142.78262,156.0,nhsn_c19_hosp
SD,202452,False,47.31252,55.0,47.288254,47.0,50.824425,39.0,48.447365,38.0,nhsn_c19_hosp
TN,202452,False,223.70265,352.0,177.27304,247.0,98.111664,258.0,54.99344,210.0,nhsn_c19_hosp
TX,202452,False,769.9162,710.0,776.28375,579.0000000000002,506.63022,594.0,25.807295,665.0,nhsn_c19_hosp
UT,202452,False,121.44357,96.0,116.94044,71.0,95.1444,52.0,90.276474,49.0,nhsn_c19_hosp
VT,202452,False,29.379322,34.0,33.869026,35.0,35.841564,33.0,30.66464,33.0,nhsn_c19_hosp
VA,202452,False,349.39438,445.0,351.0558,300.0,338.2725,280.0,323.73337,239.0,nhsn_c19_hosp
